Region,Country,ISO Code,RE or Non-RE,Group Technology,Technology,Poducer Type,Year,Electricity Installed Capacity (MW)
Africa,Botswana,BWA,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2017,25
Africa,Botswana,BWA,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2018,25
Africa,Botswana,BWA,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2019,25
Africa,Botswana,BWA,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2020,25
Africa,Botswana,BWA,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,892
Africa,Botswana,BWA,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,892
Africa,Botswana,BWA,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,892
Africa,Botswana,BWA,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,892
Africa,Botswana,BWA,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,892
Africa,Botswana,BWA,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,2
Africa,Botswana,BWA,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,2
Africa,Botswana,BWA,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,3
Africa,Botswana,BWA,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,3
Africa,Botswana,BWA,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,3
Africa,Botswana,BWA,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,1
Africa,Botswana,BWA,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,1
Africa,Botswana,BWA,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,1
Africa,Botswana,BWA,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,4
Africa,Botswana,BWA,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,4
Africa,Burkina Faso,BFA,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,293
Africa,Burkina Faso,BFA,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,289
Africa,Burkina Faso,BFA,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,289
Africa,Burkina Faso,BFA,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,339
Africa,Burkina Faso,BFA,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,339
Africa,Burkina Faso,BFA,Total Renewable,Bioenergy,Biogas,On-grid,2016,1
Africa,Burkina Faso,BFA,Total Renewable,Bioenergy,Biogas,On-grid,2017,1
Africa,Burkina Faso,BFA,Total Renewable,Bioenergy,Biogas,On-grid,2018,1
Africa,Burkina Faso,BFA,Total Renewable,Bioenergy,Biogas,On-grid,2019,1
Africa,Burkina Faso,BFA,Total Renewable,Bioenergy,Biogas,On-grid,2020,1
Africa,Burkina Faso,BFA,Total Renewable,Bioenergy,Liquid biofuels,Off-grid,2016,0
Africa,Burkina Faso,BFA,Total Renewable,Bioenergy,Liquid biofuels,Off-grid,2017,0
Africa,Burkina Faso,BFA,Total Renewable,Bioenergy,Liquid biofuels,Off-grid,2018,0
Africa,Burkina Faso,BFA,Total Renewable,Bioenergy,Liquid biofuels,Off-grid,2019,0
Africa,Burkina Faso,BFA,Total Renewable,Bioenergy,Liquid biofuels,Off-grid,2020,0
Africa,Burkina Faso,BFA,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2019,3
Africa,Burkina Faso,BFA,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2020,3
Africa,Burkina Faso,BFA,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,32
Africa,Burkina Faso,BFA,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,32
Africa,Burkina Faso,BFA,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,32
Africa,Burkina Faso,BFA,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,32
Africa,Burkina Faso,BFA,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,32
Africa,Burkina Faso,BFA,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,10
Africa,Burkina Faso,BFA,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,12
Africa,Burkina Faso,BFA,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,27
Africa,Burkina Faso,BFA,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,27
Africa,Burkina Faso,BFA,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,27
Africa,Burkina Faso,BFA,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,35
Africa,Burkina Faso,BFA,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,35
Africa,Burkina Faso,BFA,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,35
Africa,Burkina Faso,BFA,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,35
Africa,Burundi,BDI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,21
Africa,Burundi,BDI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,51
Africa,Burundi,BDI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,51
Africa,Burundi,BDI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,51
Africa,Burundi,BDI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,51
Africa,Burundi,BDI,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2016,4
Africa,Burundi,BDI,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2017,4
Africa,Burundi,BDI,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2018,4
Africa,Burundi,BDI,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2019,4
Africa,Burundi,BDI,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2020,4
Africa,Burundi,BDI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2016,2
Africa,Burundi,BDI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2017,2
Africa,Burundi,BDI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2018,2
Africa,Burundi,BDI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2019,2
Africa,Burundi,BDI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2020,2
Africa,Burundi,BDI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,49
Africa,Burundi,BDI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,47
Africa,Burundi,BDI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,47
Africa,Burundi,BDI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,47
Africa,Burundi,BDI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,47
Africa,Burundi,BDI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,4
Africa,Burundi,BDI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,5
Africa,Burundi,BDI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,5
Africa,Burundi,BDI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,5
Africa,Burundi,BDI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,5
Africa,Burundi,BDI,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,0
Africa,Burundi,BDI,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,0
Africa,Burundi,BDI,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,0
Africa,Burundi,BDI,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,0
Africa,Burundi,BDI,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,0
Africa,Cabo Verde,CPV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,143
Africa,Cabo Verde,CPV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,143
Africa,Cabo Verde,CPV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,141
Africa,Cabo Verde,CPV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,141
Africa,Cabo Verde,CPV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,141
Africa,Cabo Verde,CPV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,1
Africa,Cabo Verde,CPV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,1
Africa,Cabo Verde,CPV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,1
Africa,Cabo Verde,CPV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,1
Africa,Cabo Verde,CPV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,1
Africa,Cabo Verde,CPV,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,6
Africa,Cabo Verde,CPV,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,6
Africa,Cabo Verde,CPV,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,7
Africa,Cabo Verde,CPV,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,7
Africa,Cabo Verde,CPV,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,7
Africa,Cabo Verde,CPV,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,27
Africa,Cabo Verde,CPV,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,27
Africa,Cabo Verde,CPV,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,28
Africa,Cabo Verde,CPV,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,28
Africa,Cabo Verde,CPV,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,28
Africa,Cameroon,CMR,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2017,43
Africa,Cameroon,CMR,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2018,43
Africa,Cameroon,CMR,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2019,43
Africa,Cameroon,CMR,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2020,43
Africa,Cameroon,CMR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,592
Africa,Cameroon,CMR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,662
Africa,Cameroon,CMR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,662
Africa,Cameroon,CMR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,662
Africa,Cameroon,CMR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,662
Africa,Cameroon,CMR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2016,0
Africa,Cameroon,CMR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2017,0
Africa,Cameroon,CMR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2018,0
Africa,Cameroon,CMR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2019,0
Africa,Cameroon,CMR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2020,0
Africa,Cameroon,CMR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,732
Africa,Cameroon,CMR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,732
Africa,Cameroon,CMR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,732
Africa,Cameroon,CMR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,777
Africa,Cameroon,CMR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,777
Africa,Cameroon,CMR,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,9
Africa,Cameroon,CMR,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,12
Africa,Cameroon,CMR,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,14
Africa,Cameroon,CMR,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,14
Africa,Cameroon,CMR,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,14
Africa,Central African Republic,CAF,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,22
Africa,Central African Republic,CAF,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,22
Africa,Central African Republic,CAF,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,22
Africa,Central African Republic,CAF,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,22
Africa,Central African Republic,CAF,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,22
Africa,Central African Republic,CAF,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2016,0
Africa,Central African Republic,CAF,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2017,0
Africa,Central African Republic,CAF,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2018,0
Africa,Central African Republic,CAF,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2019,0
Africa,Central African Republic,CAF,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2020,0
Africa,Central African Republic,CAF,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,19
Africa,Central African Republic,CAF,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,19
Africa,Central African Republic,CAF,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,19
Africa,Central African Republic,CAF,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,19
Africa,Central African Republic,CAF,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,19
Africa,Central African Republic,CAF,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,0
Africa,Central African Republic,CAF,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,0
Africa,Central African Republic,CAF,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,0
Africa,Central African Republic,CAF,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,0
Africa,Central African Republic,CAF,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,0
Africa,Chad,TCD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,86
Africa,Chad,TCD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,86
Africa,Chad,TCD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,86
Africa,Chad,TCD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,86
Africa,Chad,TCD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,86
Africa,Chad,TCD,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,0
Africa,Chad,TCD,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,0
Africa,Chad,TCD,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,0
Africa,Chad,TCD,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,0
Africa,Chad,TCD,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,0
Africa,Chad,TCD,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2016,1
Africa,Chad,TCD,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2017,1
Africa,Chad,TCD,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2018,1
Africa,Chad,TCD,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2019,1
Africa,Chad,TCD,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2020,1
Africa,Comoros,COM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,22
Africa,Comoros,COM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,22
Africa,Comoros,COM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,22
Africa,Comoros,COM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,22
Africa,Comoros,COM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,22
Africa,Comoros,COM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,1
Africa,Comoros,COM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,1
Africa,Comoros,COM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,1
Africa,Comoros,COM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,1
Africa,Comoros,COM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,1
Africa,Congo,COG,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,170
Africa,Congo,COG,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,170
Africa,Congo,COG,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,170
Africa,Congo,COG,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,170
Africa,Congo,COG,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,170
Africa,Congo,COG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,201
Africa,Congo,COG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,214
Africa,Congo,COG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,214
Africa,Congo,COG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,214
Africa,Congo,COG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,214
Africa,Congo,COG,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,0
Africa,Congo,COG,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,1
Africa,Congo,COG,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,1
Africa,Congo,COG,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,1
Africa,Congo,COG,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,1
Africa,Côte d'Ivoire,CIV,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2016,5
Africa,Côte d'Ivoire,CIV,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2017,5
Africa,Côte d'Ivoire,CIV,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2018,5
Africa,Côte d'Ivoire,CIV,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2019,5
Africa,Côte d'Ivoire,CIV,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2020,5
Africa,Côte d'Ivoire,CIV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,1282
Africa,Côte d'Ivoire,CIV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,1282
Africa,Côte d'Ivoire,CIV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,1282
Africa,Côte d'Ivoire,CIV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,1335
Africa,Côte d'Ivoire,CIV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,1335
Africa,Côte d'Ivoire,CIV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,604
Africa,Côte d'Ivoire,CIV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,879
Africa,Côte d'Ivoire,CIV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,879
Africa,Côte d'Ivoire,CIV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,879
Africa,Côte d'Ivoire,CIV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,879
Africa,Côte d'Ivoire,CIV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,5
Africa,Côte d'Ivoire,CIV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,8
Africa,Côte d'Ivoire,CIV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,13
Africa,Côte d'Ivoire,CIV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,13
Africa,Côte d'Ivoire,CIV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,13
Africa,Democratic Republic of the Congo,COD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,135
Africa,Democratic Republic of the Congo,COD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,135
Africa,Democratic Republic of the Congo,COD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,135
Africa,Democratic Republic of the Congo,COD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,135
Africa,Democratic Republic of the Congo,COD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,135
Africa,Democratic Republic of the Congo,COD,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2016,0
Africa,Democratic Republic of the Congo,COD,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2017,2
Africa,Democratic Republic of the Congo,COD,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2018,3
Africa,Democratic Republic of the Congo,COD,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2019,3
Africa,Democratic Republic of the Congo,COD,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2020,3
Africa,Democratic Republic of the Congo,COD,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2016,111
Africa,Democratic Republic of the Congo,COD,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2017,122
Africa,Democratic Republic of the Congo,COD,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2018,132
Africa,Democratic Republic of the Congo,COD,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2019,142
Africa,Democratic Republic of the Congo,COD,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2020,152
Africa,Democratic Republic of the Congo,COD,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,2437
Africa,Democratic Republic of the Congo,COD,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,2437
Africa,Democratic Republic of the Congo,COD,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,2608
Africa,Democratic Republic of the Congo,COD,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,2608
Africa,Democratic Republic of the Congo,COD,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,2608
Africa,Democratic Republic of the Congo,COD,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,3
Africa,Democratic Republic of the Congo,COD,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,5
Africa,Democratic Republic of the Congo,COD,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,20
Africa,Democratic Republic of the Congo,COD,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,20
Africa,Democratic Republic of the Congo,COD,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,20
Africa,Djibouti,DJI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,130
Africa,Djibouti,DJI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,123
Africa,Djibouti,DJI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,123
Africa,Djibouti,DJI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,123
Africa,Djibouti,DJI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,123
Africa,Djibouti,DJI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,0
Africa,Djibouti,DJI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,0
Africa,Djibouti,DJI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,0
Africa,Djibouti,DJI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,0
Africa,Djibouti,DJI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,0
Africa,Egypt,EGY,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2016,231
Africa,Egypt,EGY,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2017,185
Africa,Egypt,EGY,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2018,182
Africa,Egypt,EGY,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2019,205
Africa,Egypt,EGY,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2020,205
Africa,Egypt,EGY,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,35626
Africa,Egypt,EGY,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,41863
Africa,Egypt,EGY,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,51224
Africa,Egypt,EGY,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,53274
Africa,Egypt,EGY,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,53274
Africa,Egypt,EGY,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2016,0
Africa,Egypt,EGY,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2017,0
Africa,Egypt,EGY,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2018,0
Africa,Egypt,EGY,Total Renewable,Bioenergy,Solid biofuels,On-grid,2016,67
Africa,Egypt,EGY,Total Renewable,Bioenergy,Solid biofuels,On-grid,2017,67
Africa,Egypt,EGY,Total Renewable,Bioenergy,Solid biofuels,On-grid,2018,67
Africa,Egypt,EGY,Total Renewable,Bioenergy,Solid biofuels,On-grid,2019,67
Africa,Egypt,EGY,Total Renewable,Bioenergy,Solid biofuels,On-grid,2020,67
Africa,Egypt,EGY,Total Renewable,Bioenergy,Biogas,On-grid,2019,12
Africa,Egypt,EGY,Total Renewable,Bioenergy,Biogas,On-grid,2020,12
Africa,Egypt,EGY,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,2800
Africa,Egypt,EGY,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,2800
Africa,Egypt,EGY,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,2832
Africa,Egypt,EGY,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,2832
